EstName,PhoneNoEst,EMail,OWNER,MailAddr1,MailAddr2,MailCity,MailZip,EstType1,Description,Location 1
MAKENA BEACH AND GOLF RESORT - EMPLOYEE CAFETERIA,5400 MAKENA ALANUI ROAD,KIHEI,(808)874-1111,,ATC MAKENA HOTEL LLC,ONE ALOHA TOWER DRIVE SUITE 3100,96813,"SERVICE AREA, NO FOOD PREP (MEAL SITE) (RESTRICTED/SPECIALIZED KITCHENS)",,"5400 MAKENA ALANUI ROAD
KIHEI, HAWAII 96813
(20.646044127169432, -156.43889008941508)"
COUNTY OF MAUI SENIOR SERVICE NUTRITION PROGRAM,11 MAHAOLU PLACE,KAHULUI,(808)270-7306,,HALE MAHAOLU - ELIMA,401 ALAKAPA AVENUE,96779,"SERVICE AREA, NO FOOD PREP (MEAL SITE) (RESTRICTED/SPECIALIZED KITCHENS)",,"11 MAHAOLU PLACE
KAHULUI, HAWAII 96779
(20.870387005901396, -156.4800166790278)"
ALOHA GARDENS,ONE RITZ CARLTON DRIVE,LAHAINA,(808)669-6200,LAURIE.VIELA@RITZCARLTON.COM,"RITZ-CARLTON HOTEL COMPANY, LLC, THE",ONE RITZ CARLTON DRIVE,96761,"SERVICE AREA, NO FOOD PREP (MEAL SITE) (RESTRICTED/SPECIALIZED KITCHENS)",,"ONE RITZ CARLTON DRIVE
LAHAINA, HAWAII 96761
(21.00072919963964, -156.6538299170569)"
ROYAL SCOOP,2780 KEKAA DRIVE,LAHAINA,(808)661-3611,,"PLEASANT TRAVEL SERVICE, INC.",2780 KEKAA DRIVE,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"2780 KEKAA DRIVE
LAHAINA, HAWAII 96761
(20.9329818138379, -156.69139273558164)"
OCEAN LAWN,2605 KAANAPALI PARKWAY,LAHAINA,(808)661-0031,,"KYO-YA HOTELS & RESORTS, LP",2605 KAANAPALI PARKWAY,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"2605 KAANAPALI PARKWAY
LAHAINA, HAWAII 96761
(20.926731525734226, -156.69338023726638)"
ROYAL LAHAINA LUAU,2780 KEKAA DRIVE,LAHAINA,(808)661-3611,,"PLEASANT TRAVEL SERVICE, INC.",2780 KEKAA DRIVE,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"2780 KEKAA DRIVE
LAHAINA, HAWAII 96761
(20.9329818138379, -156.69139273558164)"
OLD LAHAINA LUAU (GROUNDS),1287 FRONT STREET,LAHAINA,(808)667-2998,,"HOALOHA NA EHA, LIMITED",1287 FRONT STREET,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"1287 FRONT STREET
LAHAINA, HAWAII 96761
(20.88676565475214, -156.68486365764892)"
BANQUETS,2365 KAANAPALI PARKWAY,LAHAINA,(808)667-2525,,WESTIN MAUI CORP.,P O BOX 10400,85064,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"2365 KAANAPALI PARKWAY
LAHAINA, ARIZONA 85064
(33.500269999561, -112.17359999983995)"
EMPLOYEES CAFETERIA,2605 KAANAPALI PARKWAY,LAHAINA,(808)661-0031,,"KYO-YA HOTELS & RESORTS, LP",2605 KAANAPALI PARKWAY,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"2605 KAANAPALI PARKWAY
LAHAINA, HAWAII 96761
(20.926731525734226, -156.69338023726638)"
EMPLOYEE DINING ROOM,100 NOHEA KAI DRIVE,LAHAINA,(808)667-1200,,"MARRIOTT OWNERSHIP RESORTS, INC.",100 NOHEA KAI DRIVE,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"100 NOHEA KAI DRIVE
LAHAINA, HAWAII 96761
(20.91616449188996, -156.6945403626842)"
COUNTY OF MAUI - SENIOR SERVICE NUTRITION PROGRAM - EHIKU,56 EHIKU STREET,KIHEI,(808)891-8588,,HALE MAHAOLU - EHIKU,401 ALAKAPA PLACE,96779,"SERVICE AREA, NO FOOD PREP (MEAL SITE) (RESTRICTED/SPECIALIZED KITCHENS)",,"56 EHIKU STREET
KIHEI, HAWAII 96779
(20.913539999971192, -156.38028999968358)"
SOUTH MAUI ADULT DAY CARE CENTER,56 EHIKU STREET,KIHEI,(808)871-5804,,MAUI ADULT DAY CARE CENTERS,11 MAHAOLU STREET SUITE B,96732,"SERVICE AREA, NO FOOD PREP (MEAL SITE) (RESTRICTED/SPECIALIZED KITCHENS)",,"56 EHIKU STREET
KIHEI, HAWAII 96732
(20.881099999565492, -156.47198000027666)"
EMPLOYEE CAFETERIA,2365 KAANAPALI PARKWAY,LAHAINA,(808)667-2525,,WESTIN MAUI CORP.,P O BOX 10400,85064,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"2365 KAANAPALI PARKWAY
LAHAINA, ARIZONA 85064
(33.500269999561, -112.17359999983995)"
COLONNADE CAFÉ,2365 KAANAPALI PARKWAY,LAHAINA,(808)667-2525,,WESTIN MAUI CORP.,P O BOX 10400,85064,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"2365 KAANAPALI PARKWAY
LAHAINA, ARIZONA 85064
(33.500269999561, -112.17359999983995)"
COMERCIAL MEXICANA,"840 WAINEE STREET, E-9",LAHAINA,(808)661-6193,,LORENA G. TAKETA,"840 WAINEE STREET, E-9",96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"840 WAINEE STREET, E-9
LAHAINA, HAWAII 96761
(20.877502637850398, -156.67874826784967)"
JR. BALLROOM/MEETING ROOMS,ONE RITZ CARLTON DRIVE,LAHAINA,(808)669-6200,LAURIE.VIELA@RITZCARLTON.COM,"RITZ-CARLTON HOTEL COMPANY, LLC, THE",ONE RITZ CARLTON DRIVE,96761,"SERVICE AREA, NO FOOD PREP (MEAL SITE) (RESTRICTED/SPECIALIZED KITCHENS)",,"ONE RITZ CARLTON DRIVE
LAHAINA, HAWAII 96761
(21.00072919963964, -156.6538299170569)"
HILO HATTIE,"900 FRONT STREET, BUILDING D",LAHAINA,(808)667-7911,IKONISHI@HILOHATTIE.COM,"POMARE, LIMITED",700 NORTH NIMITZ HIGHWAY,96817,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"900 FRONT STREET, BUILDING D
LAHAINA, HAWAII 96817
(20.87769149547654, -156.6817879763087)"
MAIN BALLROOM/MEETING ROOMS,ONE RITZ CARLTON DRIVE,LAHAINA,(808)669-6200,LAURIE.VIELA@RITZCARLTON.COM,"RITZ-CARLTON HOTEL COMPANY, LLC, THE",ONE RITZ CARLTON DRIVE,96761,"SERVICE AREA, NO FOOD PREP (MEAL SITE) (RESTRICTED/SPECIALIZED KITCHENS)",,"ONE RITZ CARLTON DRIVE
LAHAINA, HAWAII 96761
(21.00072919963964, -156.6538299170569)"
CHRISTOPHER HALL,4160 LOWER KULA ROAD,KULA,(808)878-2511,,HALEAKALA WALDORF SCHOOL,4160 LOWER KULA ROAD,96790,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"4160 LOWER KULA ROAD
KULA, HAWAII 96790
(20.765429126559013, -156.32603416795823)"
SUNSET TERRACE,200 NOHEA KAI DRIVE,LAHAINA,(808)661-1234,,"CCHH MAUI, LLC",200 NOHEA KAI DRIVE,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"200 NOHEA KAI DRIVE
LAHAINA, HAWAII 96761
(20.916152072725744, -156.6945616692168)"
CLUB FLOOR LOUNGE,3900 WAILEA ALANUI DRIVE,KIHEI,(808)874-8000,,"3900 WA ASSOCIATES, LLC",3900 WAILEA ALANUI DRIVE,96753,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"3900 WAILEA ALANUI DRIVE
KIHEI, HAWAII 96753
(20.679480920218793, -156.44112940126803)"
MERCADO LATINO/MEXICAN MARKET #2,3636 LOWER HONOAPIILANI ROAD,LAHAINA,(808)665-5900,,MERCADO LATINO/MEXICAN MARKET INC. #2,3636 LOWER HONOAPIILANI ROAD #6,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"3636 LOWER HONOAPIILANI ROAD
LAHAINA, HAWAII 96761
(20.95407990864527, -156.68611371526964)"
MAUI INTERSCHOLASTIC LEAGUE CONCESSION,WAR MEMORIAL STADIUM,WAILUKU,(808)984-8025,,DEPARTMENT OF EDUCATION,54 HIGH STREET 4TH FLOOR,96793,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"WAR MEMORIAL STADIUM
WAILUKU, HAWAII 96793
(20.886670000120546, -156.50082000014274)"
VALLEY ISLE FITNESS,2580 KEKAA DRIVE,LAHAINA,(808)667-7474,,JAMES PAUL MOSER/WILLIAM KING,41 EAST LIPOA STREET SUITE 11,96753,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"2580 KEKAA DRIVE
LAHAINA, HAWAII 96753
(20.92571529184113, -156.69075421694083)"
KING KEKAULIKE HIGH SCHOOL - GYM CONCESSION,121 KULA HIGHWAY,MAKAWAO,(808)573-8710,,DEPARTMENT OF EDUCATION,121 KULA HIGHWAY,96768,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"121 KULA HIGHWAY
MAKAWAO, HAWAII 96768
(20.827644224545963, -156.33018903573358)"
WEST MAUI SENIOR CENTER,788 PAUOA STREET,LAHAINA,(808)661-9432,,COUNTY OF MAUI DHHC (KAUNOA SENIOR SERVICES),401 ALAKAPA PLACE,96779,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"788 PAUOA STREET
LAHAINA, HAWAII 96779
(20.878939253942224, -156.67445910237112)"
EMPLOYEE CAFETERIA,3700 WAILEA ALANUI DRIVE,KIHEI,(808)879-1922,TONY.MILLER2@MARRIOTT.COM,BRE/WAILEA LLC,3700 WAILEA ALANUI DRIVE,96753,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"3700 WAILEA ALANUI DRIVE
KIHEI, HAWAII 96753
(20.688015538311618, -156.43965069932614)"
WAILUKU JUNIOR TENNIS CLUB,1973 WELLS STREET,WAILUKU,(808)242-0069,,WAILUKU JUNIOR TENNIS CLUB,P O BOX 240,96793,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"1973 WELLS STREET
WAILUKU, HAWAII 96793
(20.886965226105932, -156.5007331051892)"
SVO SALES PANTRY,6 KAI ALA DRIVE,LAHAINA,(808)667-3370,,"FOH HOSPITALITY, LLC",6 KAI ALA DRIVE,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"6 KAI ALA DRIVE
LAHAINA, HAWAII 96761
(20.936165413821584, -156.6910509932105)"
KSMC - KA'ULAHEANUIOKAMOKU,275 A'APUEO PARKWAY,MAKAWAO,(808)572-3135,,KS BERNICE PAUAHI BISHOP ESTATE,260 A'APUEO PARKWAY,96768,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"275 A'APUEO PARKWAY
MAKAWAO, HAWAII 96768
(20.822968800457875, -156.33558455900047)"
EMPLOYEE CAFETERIA,200 NOHEA KAI DRIVE,LAHAINA,(808)661-1234,,"CCHH MAUI, LLC",200 NOHEA KAI DRIVE,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"200 NOHEA KAI DRIVE
LAHAINA, HAWAII 96761
(20.916152072725744, -156.6945616692168)"
HANA HIGH & ELEMENTARY SCHOOL - HOME ECONOMICS ROOM,4111 HANA HIGHWAY,HANA,(808)248-4815,,DEPARTMENT OF EDUCATION,P O BOX 128,96713,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"4111 HANA HIGHWAY
HANA, HAWAII 96713
(20.775618445150997, -156.00053355267337)"
ALOHA DELI,300 MA'ALAEA ROAD #204,WAILUKU,(808)249-2708,,VERTICAL HORIZONS LLC,300 MAALAEA ROAD #204,96793,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"300 MA'ALAEA ROAD #204
WAILUKU, HAWAII 96793
(20.791356580663717, -156.51347086530492)"
PUUKOLII GENERAL STORE,6 KAI ALA DRIVE,LAHAINA,(808)667-3238,,"FOH HOSPITALITY, LLC",6 KAI ALA DRIVE,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"6 KAI ALA DRIVE
LAHAINA, HAWAII 96761
(20.936165413821584, -156.6910509932105)"
DA BEACH HOUSE MAUI,126 HINAU STREET,LAHAINA,(808)661-7828,BRUDDAHMAUI@AOL.COM,DA BEACH HOUSE MAUI INC.,126 HINAU STREET,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"126 HINAU STREET
LAHAINA, HAWAII 96761
(20.88163951918517, -156.68066382377208)"
"POOL GRILL, THE",ONE BAY DRIVE,LAHAINA,(808)662-6600,,AOAO OF KAPALUA BAY CONDOMINIUM ASSOCIATION,ONE BAY DRIVE,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"ONE BAY DRIVE
LAHAINA, HAWAII 96761
(21.001780961049906, -156.66449407933888)"
"BEACH HOUSE LUAU, THE",ONE RITZ CARLTON DRIVE,LAHAINA,(808)669-6200,LAURIE.VIELA@RITZCARLTON.COM,"RITZ-CARLTON HOTEL COMPANY, LLC, THE",ONE RITZ CARLTON DRIVE,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"ONE RITZ CARLTON DRIVE
LAHAINA, HAWAII 96761
(21.00072919963964, -156.6538299170569)"
SEABIRD CHARTERS,"154 KUPUOHI STREET, E-4",LAHAINA,(808)983-7721,RDAVISON@STAROFHONOLULU.COM,"SEABIRD CHARTERS, INC.",1540 SOUTH KING STREET,96826,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"154 KUPUOHI STREET, E-4
LAHAINA, HAWAII 96826
(20.884138674870297, -156.67528002665998)"
NAPUA TOWERS 8TH FLOOR,3850 WAILEA ALANUI DRIVE,KIHEI,(808)875-1234,,"MSR RESORT LODGING TENANT, LLC",3850 WAILEA ALANUI DRIVE,96753,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"3850 WAILEA ALANUI DRIVE
KIHEI, HAWAII 96753
(20.683860618501512, -156.43933975042972)"
RITZ CARLTON CLUB,ONE RITZ CARLTON DRIVE,LAHAINA,(808)669-6200,LAURIE.VIELA@RITZCARLTON.COM,"RITZ-CARLTON HOTEL COMPANY, LLC, THE",ONE RITZ CARLTON DRIVE,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"ONE RITZ CARLTON DRIVE
LAHAINA, HAWAII 96761
(21.00072919963964, -156.6538299170569)"
LANAI COFFEE LLC,604 ILIMA AVENUE,LANAI,,,HOWARD TACDERAS/DUANE WHITE,P.O. BOX 630641,96763,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"604 ILIMA AVENUE
LANAI, HAWAII 96763
(20.82684382793991, -156.9205130089864)"
WEST MAUI ADULT DAY CARE CENTER,810 KELAWEA STREET,LAHAINA,(808)667-9252,SANDY@MADCC.ORG,"MAUI DAY CARE CENTER FOR SENIOR CITIZENS & DISABLED, INC.",11 MAHAOLU STREET SUITE B,96732,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"810 KELAWEA STREET
LAHAINA, HAWAII 96732
(20.881099999565492, -156.47198000027666)"
POLYNESIAN VILLAGE LUAU,575 SOUTH KIHEI ROAD,KIHEI,(808)205-0865,GOINNUTSMAUI@YAHOO.COM,"GOIN NUTS MAUI, LLC",1321 KENUI PLACE,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"575 SOUTH KIHEI ROAD
KIHEI, HAWAII 96761
(20.768423868916557, -156.45870215372054)"
NA PU`UWAI - SENIOR ENRICHMENT CENTER AT HOME PUMEHANA,290 KOLAPA PLACE,KAUNAKAKAI,(808)553-5099,,NA PU`UWAI,P O BOX 130,96748,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"290 KOLAPA PLACE
KAUNAKAKAI, HAWAII 96748
(21.089985453713098, -157.01522960511227)"
MAKENA BEACH AND GOLF RESORT - KA`EO BALLROOM,5400 MAKENA ALANUI ROAD,KIHEI,(808)874-1111,,ATC MAKENA HOTEL LLC,ONE ALOHA TOWER DRIVE SUITE 3100,96813,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"5400 MAKENA ALANUI ROAD
KIHEI, HAWAII 96813
(20.646044127169432, -156.43889008941508)"
KAI ALA MARKET,6 KAI ALA DRIVE,LAHAINA,(808)667-3200,,"FOH HOSPITALITY, LLC",6 KAI ALA DRIVE,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"6 KAI ALA DRIVE
LAHAINA, HAWAII 96761
(20.936165413821584, -156.6910509932105)"
PILI ALOHA,1 MANELE BAY ROAD,LANAI CITY,(808)565-2000,,"CASTLE & COOKE RESORTS, LLC",P. O. BOX 630310,96763,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"1 MANELE BAY ROAD
LANAI CITY, HAWAII 96763
(20.741696378635904, -156.8967335510238)"
LODGE AT KOELE - EMPLOYEE DINING ROOM,1 KEOMUKU HIGHWAY,LANAI,(808)565-4000,,"CASTLE & COOKE RESORTS, LLC",1311 FRASER AVENUE,96763,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"1 KEOMUKU HIGHWAY
LANAI, HAWAII 96763
(20.826880000211986, -156.91995999975404)"
BAD ASS COFFEE COMPANY OF MAUI,3636 LOWER HONOAPIILANI ROAD,LAHAINA,(808)665-5852,,"BAD ASS COFFEE COMPANY OF MAUI, LLC",3636 LOWER HONOAPIILANI ROAD,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"3636 LOWER HONOAPIILANI ROAD
LAHAINA, HAWAII 96761
(20.95407990864527, -156.68611371526964)"
MAUIGROWN COFFEE COMPANY STORE,277 LAHAINALUNA ROAD,LAHAINA,(808)661-2728,,MGC INC.,P O BOX 13100,96761,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"277 LAHAINALUNA ROAD
LAHAINA, HAWAII 96761
(20.87811417683031, -156.67630211192997)"
MAKAI HALE,5900 HONOAPIILANI ROAD,LAHAINA,(808)669-6271,,"NAPILI KAI, LIMITED",5900 HONOAPIILANI ROAD,96761,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"5900 HONOAPIILANI ROAD
LAHAINA, HAWAII 96761
(21.00893999444003, -156.6456926042744)"
STARBUCKS COFFEE (LAHAINA FOODLAND) #21016,878 FRONT STREET,LAHAINA,(808)667-6974,,STARBUCKS CORP.,P O BOX 34442 S-TAX2,98124,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"878 FRONT STREET
LAHAINA, WASHINGTON 98124
(47.551910000346425, -122.3263100002062)"
HALFWAY TO HANA,13710 HANA HIGHWAY,HAIKU,(808)248-8301,,JUANITA CHONG,13710 HANA HIGHWAY,96708,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"13710 HANA HIGHWAY
HAIKU, HAWAII 96708
(20.85369377433107, -156.14239828844978)"
STARBUCKS COFFEE (LAHAINA CANNERY) #21029,"1221 HONOAPIILANI HIGHWAY, A-2",LAHAINA,(808)661-0865,,STARBUCKS CORP.,P O BOX 34442 S-TAX2,98124,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"1221 HONOAPIILANI HIGHWAY, A-2
LAHAINA, WASHINGTON 98124
(47.551910000346425, -122.3263100002062)"
HAWAIIAN MEDICINAL GARDEN,ONE RITZ CARLTON DRIVE,LAHAINA,(808)669-6200,LAURIE.VIELA@RITZCARLTON.COM,"RITZ-CARLTON HOTEL COMPANY, LLC, THE",ONE RITZ CARLTON DRIVE,96761,"SERVICE AREA, LIMITED PREP (RESTRICTED/SPECIALIZED KITCHENS)",,"ONE RITZ CARLTON DRIVE
LAHAINA, HAWAII 96761
(21.00072919963964, -156.6538299170569)"
"COFFEE STORE IN NAPILI, THE",5095 NAPILIHAU STREET,LAHAINA,(808)669-4170,,MELISSA C. BUNDEK,5095 NAPILIHAU STREET,96761,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"5095 NAPILIHAU STREET
LAHAINA, HAWAII 96761
(20.985816983059237, -156.667156006892)"
FRONT STREET CINEMAS #312,900 FRONT STREET,LAHAINA,(808)661-5009,,LOIS BUSINESS DEVELOPMENT CORP./ WALLACE THEATER CORP. II,919 SW TAYLOR #800,97205,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"900 FRONT STREET
LAHAINA, OREGON 97205
(45.5202500003374, -122.68740000010979)"
OLD WAILUKU INN,2199 KAHOOKELE STREET,WAILUKU,(808)244-5897,,"OLD WAILUKU INN, LIMITED",2199 KAHOOKELE STREET,96793,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"2199 KAHOOKELE STREET
WAILUKU, HAWAII 96793
(20.88242192935064, -156.50445965857134)"
"BOYS & GIRLS CLUB OF MAUI, CENTRAL CLUB",100 KANALOA AVENUE,KAHULUI,(808)242-4363,,BOYS & GIRLS CLUB OF MAUI,100 KANALOA AVENUE,96732,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"100 KANALOA AVENUE
KAHULUI, HAWAII 96732
(20.889634492025607, -156.48683294679705)"
DAIRY QUEEN/ORANGE JULIUS,1221 HONOAPIILANI HIGHWAY,LAHAINA,(808)662-0645,MEHRINGP001@GMAIL.COM,"HDQ, INC.",1221 HONOAPIILANI HIGHWAY,96761,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"1221 HONOAPIILANI HIGHWAY
LAHAINA, HAWAII 96761
(20.887161356445063, -156.68302004748884)"
PUNANA LEO O MAUI,103 SOUTH HIGH STREET,WAILUKU,(808)244-5676,,KAAHUMANU CHURCH,96 PU'UHONU PLACE,96720,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"103 SOUTH HIGH STREET
WAILUKU, HAWAII 96720
(20.885920292044602, -156.5047474416207)"
JAMBA JUICE #504 (OLD LAHAINA CENTER),"170 PAPALAUA STREET, #5",LAHAINA,(808)457-1877,,"JJC, HAWAII, LLC","1288 ALA MOANA BOULEVARD, SUITE 216",96814,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"170 PAPALAUA STREET, #5
LAHAINA, HAWAII 96814
(20.877898339543265, -156.67992637970806)"
WHARF CINEMAS #306,"658 FRONT STREET, BOX 7304",LAHAINA,(808)667-7865,,LOIS BUSINESS DEVELOPMENT CORP./WALLACE THEATER CORP. II,919 SW TAYLOR #800,97205,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"658 FRONT STREET, BOX 7304
LAHAINA, OREGON 97205
(45.5202500003374, -122.68740000010979)"
MAUI ISLAND COFFEE,"658 FRONT STREET, #112",LAHAINA,(808)661-4158,,TAHAR BACCAR,"658 FRONT STREET, #112",96761,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"658 FRONT STREET, #112
LAHAINA, HAWAII 96761
(20.872277576860142, -156.6774172712463)"
ANTHONY'S COFFEE COMPANY,"90 HANA HIGHWAY, UNIT #C",PAIA,(808)579-8340,,"ANTHONY'S COFFEE COMPANY, INC.",P O BOX 791319,96779,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"90 HANA HIGHWAY, UNIT #C
PAIA, HAWAII 96779
(20.915783331369823, -156.38171413822403)"
OHANA SNACK SHOP,65 WEST KAAHUMANU AVENUE,KAHULUI,(808)873-2120,,YOLANDA GAZMEN,18 PUAKALA PLACE,96732,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"65 WEST KAAHUMANU AVENUE
KAHULUI, HAWAII 96732
(20.891046427611627, -156.46766839435267)"
HIKE MAUI,285 HUKILIKE STREET B-104,KAHULUI,(808)879-5270,,"ALOHA NUI LOA TOURS, INC.",P O BOX 330969,96733,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"285 HUKILIKE STREET B-104
KAHULUI, HAWAII 96733
(20.885857339502593, -156.46086951981115)"
STARBUCKS COFFEE (KUKUI MALL) 21023,"1819 SOUTH KIHEI ROAD, SUITE D112",KIHEI,(808)891-0903,,STARBUCKS CORP.,P O BOX 34442 S-TAX2,98124,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"1819 SOUTH KIHEI ROAD, SUITE D112
KIHEI, WASHINGTON 98124
(47.551910000346425, -122.3263100002062)"
KEANAE LANDING FRUIT STAND,210 KEANAE ROAD,HAIKU,(808)248-7448,,HARRY HUEU & TAMMY LUAT-HUEU,210 KEANAE ROAD,96708,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"210 KEANAE ROAD
HAIKU, HAWAII 96708
(20.8627987226713, -156.14750075870157)"
LAUHALA HUT,3700 WAILEA ALANUI DRIVE,KIHEI,(808)874-7858,,BRE/WAILEA LLC,3700 WAILEA ALANUI DRIVE,96753,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"3700 WAILEA ALANUI DRIVE
KIHEI, HAWAII 96753
(20.688015538311618, -156.43965069932614)"
MAKAWAO SUSHI & DELI,3647 BALDWIN AVENUE,MAKAWAO,(808)573-9044,,KIM KANE LLC,3647 BALDWIN AVENUE,96768,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"3647 BALDWIN AVENUE
MAKAWAO, HAWAII 96768
(20.854850712421968, -156.31097480248337)"
HILO HATTIE,297 PI'IKEA AVENUE,KIHEI,(808)875-4545,,"POMARE, LIMITED",700 NORTH NIMITZ HIGHWAY,96817,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"297 PI'IKEA AVENUE
KIHEI, HAWAII 96817
(20.7513913927942, -156.44833268554106)"
JAMBA JUICE #350 (MAUI MARKETPLACE),"270 DAIRY ROAD, SPACE 224",KAHULUI,(808)457-1877,,"JJC HAWAII, LLC","1288 ALA MOANA BOULEVARD, SUITE 216",96814,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"270 DAIRY ROAD, SPACE 224
KAHULUI, HAWAII 96814
(20.880875095460226, -156.4543854079799)"
NAHIKU TI GALLERY INC. & CAFÉ,"MILE MARKER 29, HANA HIGHWAY",HANA,(808)248-8800,,LANA STUART,P O BOX 233,96713,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"MILE MARKER 29, HANA HIGHWAY
HANA, HAWAII 96713
(20.65648184861708, -156.06142127999453)"
REEF CAFÉ,192 MAALAEA ROAD,WAILUKU,(808)270-7000,,"MAUI OCEAN CENTER, INC.",192 MAALAEA ROAD,96793,LIMITED MENU (RESTRICTED/SPECIALIZED KITCHENS),,"192 MAALAEA ROAD
WAILUKU, HAWAII 96793
(20.79323616370499, -156.51109665514755)"
